value
62.83333333
60.83333333
62.83333333
62.5
62
62.5
62.83333333
60.83333333
62.83333333
62.5
62
60.83333333
62
60.83333333
62
60.83333333
62.83333333
60.83333333
62.83333333
62.5
62
62.5
62
62.5
62
62.5
62.83333333
62.5
62.83333333
62.5
62
62.5
62
62.5
62
62.5
62.16666667
63.83333333
62.5
62
62.5
62
62.5
62
62.5
62.83333333
62.5
62.83333333
62.5
62
62.16666667
62.16666667
62.16666667
62.16666667
62.16666667
62.16666667
63.83333333
62.16666667
60.83333333
60.83333333
62.16666667
60.83333333
62.16666667
62.16666667
62.16666667
62.16666667
62.16666667
63.83333333
63.83333333
63.83333333
63.83333333
62.16666667
62.16666667
63.83333333
63.83333333
62.16666667
62.16666667
63.83333333
63.83333333
63.83333333
63.83333333
63.83333333
63.83333333
63.83333333
62.16666667
62.16666667
63.83333333
63.83333333
63.83333333
60.83333333
61.16666667
61.16666667
61.16666667
61.16666667
60.83333333
60.83333333
61.16666667
61.16666667
60.83333333
60.83333333
61.16666667
61.16666667
61.16666667
61.16666667
60.83333333
61.16666667
62.83333333
61.16666667
62.83333333
61.16666667
62.83333333
60.83333333
62.83333333
60.83333333
61.16666667
61.16666667
61.16666667
62.5
62.16666667
59.83333333
62.16666667
59.83333333
62.16666667
59.83333333
62.16666667
61.16666667
62.16666667
62.5
62.16666667
60.83333333
62.83333333
61.16666667
62.83333333
59.83333333
62.16666667
62.5
62.16666667
62.5
62.16666667
59.83333333
62.16666667
59.83333333
62.16666667
59.83333333
62.16666667
59.83333333
62.16666667
62.5
62.16666667
60.83333333
62.16666667
60.83333333
62.83333333
59.83333333
62.16666667
60.83333333
62.16666667
62.5
62.16666667
59.83333333
62.16666667
59.83333333
62.16666667
59.83333333
62.16666667
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
62.83333333
60.83333333
