Value
320
320
319
320
320
320
319
320
320
318
320
320
320
320
320
320
319
320
320
318
320
320
320
320
320
320
319
320
319
318
320
318
320
320
320
320
320
321
318
321
320
321
320
321
320
320
320
320
318
321
318
318
317
318
318
318
321
317
319
319
319
320
320
319
318
318
321
322
322
322
321
321
320
321
321
319
319
321
322
322
322
320
320
321
320
319
321
321
321
320
320
320
320
320
320
320
320
320
319
320
320
320
320
320
320
319
319
319
317
319
317
319
319
319
319
319
319
320
319
319
319
319
319
319
317
319
317
320
319
320
319
319
319
321
318
322
318
322
318
321
318
319
319
319
317
319
317
320
319
319
318
319
321
321
318
320
318
322
318
321
318
321
318
321
318
320
319
319
319
319
321
319
320
319
321
320
321
320
321
319
321
320
320
320
319
320
319
320
319
320
319
320
320
319
