SAMPLE_1
0.375737309
0.273177534
0.301825404
0.416474134
0.323792815
0.423261583
0.267726809
0.288586974
0.267726809
0.451141566
0.238498226
0.357046187
0.174954355
0.285748035
0.313471973
0.285748035
0.369918585
0.288586974
0.174045622
0.375514954
0.407004088
0.396909148
0.408269376
0.31993258
0.411471277
0.307591647
0.44421646
0.423261583
0.408269376
0.33184132
0.452801049
0.451141566
0.452801049
0.416474134
0.411471277
0.294660151
0.161267415
0.189882472
0.327296466
0.189882472
0.29993248
0.278123945
0.29993248
0.278123945
0.294660151
0.161267415
0.370270252
0.161267415
0.327296466
0.189882472
0.36445111
0.230159655
0.399275005
0.385632515
0.33487919
0.36445111
0.278123945
0.273673952
0.103981093
0.256751716
0.256751716
0.172433928
0.1553341
0.173008963
0.232610077
0.245878369
0.240225986
0.270361274
0.39536792
0.39284724
0.281979948
0.431407928
0.271611214
0.235097185
0.305885196
0.120192543
0.171815276
0.08456739
0.270361274
0.366386503
0.366386503
0.301856369
0.336286366
0.336286366
0.314943939
0.120192543
0.301856369
0.174045622
0.254912913
0.296823919
0.267772377
0.267772377
0.326608121
0.311387539
0.296823919
0.310350001
0.3086344
0.26525715
0.144087777
0.154087052
0.208957493
0.370572954
0.330281734
0.326608121
0.352841169
0.309854895
0.258695632
0.386464566
0.253170967
0.225508586
0.387432665
0.388573229
0.260754049
0.144087777
0.190585822
0.190585822
0.225508586
0.391113847
0.268833369
0.413327992
0.278123945
0.404799551
0.258695632
0.44786346
0.289195448
0.44786346
0.253170967
0.391113847
0.260754049
0.391113847
0.260754049
0.404799551
0.258695632
0.352841169
0.278123945
0.276195198
0.273465931
0.29819718
0.33487919
0.328300565
0.341415077
0.413327992
0.278123945
0.419914484
0.273673952
0.419822603
0.289195448
0.392397642
0.268833369
0.263199359
0.245878369
0.273465931
0.206839368
0.260480642
0.230159655
0.172433928
0.232610077
0.276195198
0.273465931
0.257953525
0.294794559
0.257953525
0.294794559
0.260480642
0.278123945
0.246213406
0.171147943
0.263199359
0.208957493
0.315318823
0.208957493
0.312511474
0.136887208
0.273465931
0.136887208
0.403046221
0.171147943
0.190047503
0.276195198
0.263199359
0.270361274
0.173544914
0.387432665
0.357046187
0.375651807
0.205123484
0.375651807
0.138725936
0.369918585
0.269305944
0.323987216
0.173544914
0.387432665
0.255598456
